# S&P 500 Index ($SPX) downloaded from https://www.barchart.com/stocks/quotes/$SPX on 2020/10/29
Symbol,Name,Sector,Industry,Exchange,Options,"Market Cap [$K]",Volume,Price,Earnings,Price/Earnings,Dividend
NVDA,"Nvidia Corp","Computers and Technology","Semi General",NASDAQ,Yes,311634368,9412899,505.08,6.15,87.13,0.160
NVR,"NVR Inc",Construction,"Building - Residential & Comm",NYSE,No,14748026,19900,3983.38,216.98,18.44,0.167
NWL,"Newell Rubbermaid Inc","Consumer Staples","Consumer Prdts - Misc Staple",NASDAQ,Yes,7068838,2064200,16.66,1.54,11.16,0.230
NWS,"News Cp Cl B","Consumer Discretionary","Movie & TV Production & Dist",NASDAQ,Yes,7581478,463100,12.88,0.22,60.68,0.100
NWSA,"News Cp Cl A","Consumer Discretionary","Movie & TV Production & Dist",NASDAQ,Yes,7634454,2628400,12.97,0.22,61.05,0.100
O,"Realty Income Corp",Finance,"REIT - Equity Trust Retail",NYSE,Yes,19946704,2523300,57.81,1.47,17.12,0.234
ODFL,"Old Dominion Freight Line Inc",Transportation,"Transportation - Truck",NASDAQ,Yes,21901004,826200,186.66,4.93,35.98,0.150
OKE,"Oneok Inc",Utilities,"Utility - Gas Distribution",NYSE,Yes,12921836,8053700,29.09,2.66,11.19,0.935
OMC,"Omnicom Group Inc","Business Services","Advertising Marketing Services",NYSE,Yes,9903312,3626700,46.09,5.32,9.37,0.650
ORCL,"Oracle Corp","Computers and Technology","Computer - Software",NYSE,Yes,167375264,13910900,55.59,3.61,15.81,0.240
ORLY,"O'Reilly Automotive",Retail-Wholesale,"Retail - Wholesale Auto Parts",NASDAQ,Yes,32765618,629700,442.39,20.40,22.07,N/A
OTIS,"Otis Worldwide Corp [Otis/I]",Construction,"Building & Construction - Misc",NYSE,Yes,25547332,2571000,58.99,1.16,0.00,0.200
OXY,"Occidental Petroleum Corp",Oils-Energy,"Oil - US Integrated",NYSE,Yes,8259661,30986701,8.88,-2.47,0.00,0.010
PAYC,"Paycom Software Inc","Computers and Technology","Internet - Software",NYSE,Yes,21747936,341800,371.55,2.88,132.88,N/A
PAYX,"Paychex Inc","Business Services",Outsourcing,NASDAQ,Yes,28813924,1598200,80.15,2.91,28.15,0.620
PBCT,"People's United Finl",Finance,"Finance - Savings & Loan",NASDAQ,Yes,4472902,4493500,10.53,1.28,8.31,0.180
PCAR,"Paccar Inc",Auto-Tires-Trucks,"Auto - Domestic",NASDAQ,Yes,29384588,1855000,84.89,4.10,21.57,0.320
PEAK,"Healthpeak Properties Inc",Finance,"REIT - Equity Trust Other",NYSE,Yes,14308519,6216700,26.58,0.63,15.81,0.370
PEG,"Public Service Enterprise Group Inc",Utilities,"Utility - Electric Power",NYSE,Yes,29677762,2509500,58.68,3.44,17.73,0.490
PEP,"Pepsico Inc","Consumer Staples","Beverages - Soft",NASDAQ,Yes,185417040,5196000,134.17,5.50,25.29,1.023
PFE,"Pfizer Inc",Medical,"Large Cap Pharma",NYSE,Yes,196991392,32122801,35.45,2.88,13.13,0.380
PFG,"Principal Financial Group Inc",Finance,"Finance - Investment Mgmt",NASDAQ,Yes,10500352,2462500,38.25,5.25,8.08,0.560
PG,"Procter & Gamble Company","Consumer Staples","Soap and Cleaning Products",NYSE,Yes,341342560,8192100,137.66,5.38,26.46,0.791
PGR,"Progressive Corp",Finance,"Insurance - Proprty & Casualty",NYSE,Yes,53604800,1978500,91.57,7.43,12.62,0.100
PH,"Parker-Hannifin Corp","Industrial Products","Machinery - General Industrial",NYSE,Yes,26127656,759800,203.23,10.77,19.66,0.880
PHM,Pultegroup,Construction,"Building - Residential & Comm",NYSE,Yes,11243861,3712900,41.94,4.37,9.46,0.120
PKG,"Packaging Corp of America","Industrial Products","Containers - Paper Products",NYSE,Yes,10614880,565500,111.93,6.51,18.50,0.790
PKI,Perkinelmer,"Computers and Technology","Industrial Scientific",NYSE,Yes,13909786,1123200,124.40,4.65,27.33,0.070
PLD,"Prologis Inc",Finance,"REIT - Equity Trust Other",NYSE,Yes,72037272,2666700,97.51,2.25,26.94,0.580
PM,"Philip Morris International Inc","Consumer Staples",Tobacco,NYSE,Yes,109072384,5709000,70.04,5.14,13.88,1.200
PNC,"PNC Bank",Finance,"Banks - Major Regional",NYSE,Yes,46151964,3221700,108.72,6.41,17.03,1.150
PNR,"Pentair Ltd","Industrial Products","Machinery - Thermal Processing",NYSE,Yes,8157608,1127300,49.04,2.49,20.06,0.190
PNW,"Pinnacle West Capital Corp",Utilities,"Utility - Electric Power",NYSE,Yes,9316342,1441100,82.77,5.32,16.14,0.830
POOL,"Pool Corp","Consumer Discretionary","Leisure & Recreational Prdcts",NASDAQ,Yes,14541578,306800,362.85,7.73,47.48,0.580
PPG,"PPG Industries","Basic Materials","Chemical - Diversified",NYSE,Yes,29575102,1464500,125.21,5.42,23.50,0.540
PPL,"PPL Corp",Utilities,"Utility - Electric Power",NYSE,Yes,20987802,5380100,27.30,2.40,11.89,0.415
PRGO,"Perrigo Company",Medical,"Medical Products",NYSE,Yes,5811319,815400,42.58,4.27,10.31,0.225
PRU,"Prudential Financial Inc",Finance,"Insurance - Multi Line",NYSE,Yes,24359650,2554300,61.67,9.72,6.53,1.100
PSA,"Public Storage",Finance,"REIT - Equity Trust Other",NYSE,Yes,40400468,1037900,231.12,7.00,22.11,2.000
PSX,"Phillips 66",Oils-Energy,"Oil - Refining and Marketing",NYSE,Yes,19310742,4911600,44.22,4.93,9.55,0.900
PVH,"Phillips-Van Heusen Corp","Consumer Staples","Textile - Apparel",NYSE,Yes,4159652,986200,58.51,2.08,29.32,0.038
PWR,"Quanta Services","Industrial Products","Engineering & R&D Services",NYSE,Yes,8452762,2227200,60.88,2.94,20.67,0.050
PXD,"Pioneer Natural Resources Company",Oils-Energy,"Oil - US Exploration & Product",NYSE,Yes,13196291,3865500,80.33,5.18,16.17,0.550
PYPL,"Paypal Holdings","Computers and Technology","Internet - Software",NASDAQ,Yes,225637312,8050000,192.31,2.29,87.52,N/A
QCOM,"Qualcomm Inc","Computers and Technology","Wireless Equipment",NASDAQ,Yes,137174576,8234800,121.58,2.66,47.33,0.650
QRVO,"Qorvo Inc","Computers and Technology","Semi Radio Frequency",NASDAQ,Yes,14274930,1041900,124.96,5.88,22.33,N/A
RCL,"Royal Caribbean Cruises Ltd","Consumer Discretionary","Leisure & Recreation Services",NYSE,Yes,11850434,9382500,53.12,-1.92,0.00,0.780
RE,"Everest Re Group",Finance,"Insurance - Proprty & Casualty",NYSE,Yes,7842506,293700,196.20,12.69,15.93,1.550
REG,"Regency Centers Corp",Finance,"REIT - Equity Trust Retail",NASDAQ,Yes,5999426,834400,35.36,0.54,10.12,0.595
REGN,"Regeneron Pharmaceuticals",Medical,"Medical - Biomedical",NASDAQ,Yes,60328512,592900,567.04,24.58,23.70,N/A
RF,"Regions Financial Corp",Finance,"Banks - Southeast",NYSE,Yes,12222912,9612000,12.73,0.81,15.93,0.155
RHI,"Robert Half International Inc","Business Services",Staffing,NYSE,Yes,5596481,1283700,48.82,2.85,17.67,0.340
RJF,"Raymond James Financial",Finance,"Finance - Investment Brokers",NYSE,Yes,10315804,1134200,75.21,6.32,12.38,0.370
RL,"Ralph Lauren Corp","Consumer Staples","Textile - Apparel",NYSE,Yes,5427243,1929000,74.30,2.91,25.59,0.688
RMD,"Resmed Inc",Medical,"Medical Products",NYSE,Yes,26179080,612200,180.66,4.76,38.83,0.390
ROK,"Rockwell Automation Inc","Computers and Technology","Industrial Robotics",NYSE,Yes,27137438,845100,234.01,7.82,30.29,1.020
ROL,"Rollins Inc",Construction,"Building - Maint & Service",NYSE,Yes,20111292,2437300,61.36,0.74,80.12,0.080
ROP,"Roper Industries","Industrial Products","Machinery - General Industrial",NYSE,Yes,38481288,1514500,367.50,12.67,31.44,0.512
ROST,"Ross Stores Inc",Retail-Wholesale,"Retail - Discount",NASDAQ,Yes,30360192,3082000,85.28,1.89,48.39,0.285
RSG,"Republic Services","Business Services","Waste Removal Svcs",NYSE,Yes,27616528,1243000,86.71,3.40,26.30,0.425
RTX,"Raytheon Technologies Corp",Aerospace,"Aerospace - Defense Equipment",NYSE,Yes,79957464,19787400,52.34,6.33,12.03,0.475
SBAC,"SBA Communications",Finance,"REIT - Equity Trust Other",NASDAQ,Yes,33069022,648600,295.42,-0.16,33.91,0.465
SBUX,"Starbucks Corp",Retail-Wholesale,"Retail - Restaurants",NASDAQ,Yes,101901728,12738699,87.17,1.35,66.70,0.410
SCHW,"The Charles Schwab Corp",Finance,"Finance - Investment Brokers",NYSE,Yes,49161696,13941400,38.15,2.28,16.87,0.180
SEE,"Sealed Air Corp","Industrial Products","Containers - Paper Products",NYSE,Yes,6367148,2762300,40.90,2.91,13.95,0.160
SHW,"Sherwin-Williams Company",Construction,"Paint & Related Products",NYSE,Yes,61791996,805600,678.66,22.10,28.37,1.340
SIVB,"Svb Financial Group",Finance,"Banks - West",NASDAQ,Yes,14417510,339300,278.54,20.50,14.12,0.015
SJM,"J.M. Smucker Company","Consumer Staples","Food - Misc & Diversified",NYSE,Yes,12689590,842600,111.24,9.55,11.84,0.900
SLB,"Schlumberger N.V.",Oils-Energy,"Oil - Field Services",NYSE,Yes,19738986,18197900,14.18,0.85,17.75,0.125
SLG,"SL Green Realty Corp",Finance,"REIT - Equity Trust Other",NYSE,Yes,3077274,2818200,42.01,2.62,5.97,0.295
SNA,"Snap-On Inc","Consumer Discretionary","Tools - Hand Held",NYSE,Yes,8385976,560500,154.68,10.87,14.57,1.080
SNPS,"Synopsys Inc","Computers and Technology","Computer - Software",NASDAQ,Yes,33056798,671500,217.82,4.04,55.18,N/A
SO,"Southern Company",Utilities,"Utility - Electric Power",NYSE,Yes,61635804,4240400,58.36,3.17,18.99,0.640
SPG,"Simon Property Group",Finance,"REIT - Equity Trust Retail",NYSE,Yes,19477406,6595600,60.76,5.69,5.68,1.300
SPGI,"S&P Global Inc","Business Services","Business Information",NYSE,Yes,78734704,1505500,326.70,11.12,28.74,0.670
SRE,"Sempra Energy",Utilities,"Utility - Gas Distribution",NYSE,Yes,36475688,1676000,126.10,7.78,16.74,1.045
STE,"Steris Corp",Medical,"Medical Instruments",NYSE,Yes,15192166,302500,178.62,5.72,32.40,0.400
STT,"State Street Corp",Finance,"Banks - Major Regional",NYSE,Yes,20631628,2515500,58.48,6.98,8.83,0.520
STX,"Seagate Tech Ord Shs","Computers and Technology","Computer - Storage Devices",NASDAQ,Yes,12247076,3618600,47.74,4.49,10.81,0.650
STZ,"Constellation Brands Inc","Consumer Staples","Beverages - Alcohol",NYSE,Yes,31978938,1828500,165.01,9.26,18.59,0.750
SWK,"Stanley Black & Decker Inc","Industrial Products","Machinery - Tools & Related",NYSE,Yes,25956310,1447600,162.55,7.11,21.13,0.700
SWKS,"Skyworks Solutions","Computers and Technology","Semi Radio Frequency",NASDAQ,Yes,23349960,1707400,139.79,5.06,28.68,0.500
SYF,"Synchrony Financial",Finance,"Finance - Misc Services",NYSE,Yes,14694045,6082800,25.17,2.46,10.66,0.220
SYK,"Stryker Corp",Medical,"Medical Products",NYSE,Yes,76821000,1184100,204.95,6.88,31.03,0.575
SYY,"Sysco Corp","Consumer Staples","Food - Misc & Diversified",NYSE,Yes,27893204,4212300,54.79,1.99,29.32,0.450
T,"AT&T Inc",Utilities,"Wireless National",NYSE,Yes,188812496,48948797,26.50,3.32,8.11,0.520
TAP,"Molson Coors Brewing Company","Consumer Staples","Beverages - Alcohol",NYSE,Yes,7130939,3257500,32.91,4.40,7.68,0.570
TDG,"Transdigm Group Inc",Aerospace,"Aerospace - Defense Equipment",NYSE,Yes,24833938,804700,458.14,16.06,28.89,25.000
TDY,"Teledyne Technologies Inc",Aerospace,"Aerospace - Defense Equipment",NYSE,Yes,11320926,198600,306.95,10.09,31.29,N/A
TEL,"Te Connectivity Ltd","Computers and Technology","Electronics - Misc Components",NYSE,Yes,31970782,2049800,96.87,4.42,23.00,0.480
TER,"Teradyne Inc","Computers and Technology","Electronic Test Equipment",NASDAQ,Yes,14202376,1185900,85.54,4.39,19.92,0.100
TFC,"Truist Financial Corp",Finance,"Banks - Major Regional",NYSE,Yes,55413680,7172100,41.12,3.78,11.04,0.450
TFX,"Teleflex Inc",Medical,"Medical Instruments",NYSE,Yes,15584252,284200,335.03,10.90,32.24,0.340
TGT,"Target Corp",Retail-Wholesale,"Retail - Discount",NYSE,Yes,77700928,2656100,155.21,7.02,22.37,0.680
TIF,"Tiffany & Company",Retail-Wholesale,"Retail - Jewelry",NYSE,Yes,15771901,6735500,129.95,2.24,57.54,0.580
TJX,"TJX Companies",Retail-Wholesale,"Retail - Discount",NYSE,Yes,61571780,9431600,51.35,0.57,94.96,0.230
TMO,"Thermo Fisher Scientific Inc",Medical,"Medical Instruments",NYSE,Yes,188581216,1673200,476.71,16.01,30.56,0.220
TMUS,"T-Mobile US",Utilities,"Wireless National",NASDAQ,Yes,135911424,3661800,109.80,3.87,29.15,0.688
TPR,"Tapestry Inc",Retail-Wholesale,"Retail - Apparel & Shoes",NYSE,Yes,5910840,8333101,21.31,0.98,21.86,0.338
TROW,"T Rowe Price Group",Finance,"Finance - Investment Mgmt",NASDAQ,Yes,31128860,1321800,137.14,8.32,17.10,0.900
TRV,"The Travelers Companies Inc",Finance,"Insurance - Proprty & Casualty",NYSE,Yes,30777044,2899700,121.50,8.86,13.44,0.850
TSCO,"Tractor Supply Company",Retail-Wholesale,"Retail - Misc & Diversified",NASDAQ,Yes,15442842,1281000,132.56,6.44,20.83,0.400
TSN,"Tyson Foods","Consumer Staples","Food - Meat Products",NYSE,Yes,20717400,1991200,56.76,5.04,11.44,0.420
TT,"Trane Technologies Plc","Business Services","Technology Services",NYSE,Yes,30599016,1832500,127.84,5.09,24.30,0.530
TTWO,"Take-Two Interacti","Consumer Discretionary","Toys & Game & Hobby",NASDAQ,Yes,18796186,845300,164.39,6.03,27.75,0.000
TWTR,"Twitter Inc","Computers and Technology","Internet - Software",NYSE,Yes,38384752,20168000,48.53,-1.31,0.00,N/A
TXN,"Texas Instruments","Computers and Technology","Semi General",NASDAQ,Yes,131265712,7413500,143.00,5.29,27.81,1.020
TXT,"Textron Inc",Aerospace,"Aerospace - Defense",NYSE,Yes,7317643,2236100,32.09,2.54,12.97,0.020
TYL,"Tyler Technologies","Computers and Technology","Business Software Services",NYSE,Yes,15545501,211300,386.31,4.11,96.61,0.020
UA,"Under Armour Inc Cl C","Consumer Staples","Textile - Apparel",NYSE,Yes,5299318,3949800,11.66,-0.32,0.00,N/A
UAA,"Under Armour","Consumer Staples","Textile - Apparel",NYSE,Yes,6049222,6512100,13.31,-0.32,0.00,N/A
UAL,"United Airlines Holdings Inc",Transportation,"Transportation - Airline",NASDAQ,Yes,9486306,21822898,32.60,-17.37,0.00,2.150
UDR,"United Dominion Realty Trust",Finance,"REIT - Equity Trust Resident",NYSE,Yes,8733983,3155200,29.60,0.62,14.80,0.360
UHS,"Universal Health Services",Medical,"Medical - Hospitals",NYSE,Yes,9036982,767200,106.37,9.44,11.80,0.200
ULTA,"Ulta Beauty Inc",Retail-Wholesale,"Retail - Misc & Diversified",NASDAQ,Yes,11345141,1456300,201.43,5.69,37.50,1.000
UNH,"Unitedhealth Group Inc",Medical,"Medical - HMO",NYSE,Yes,292703488,3301600,308.00,18.25,17.56,1.250
UNM,"Unumprovident Corp",Finance,"Insurance - Accident & Health",NYSE,Yes,3372940,5891800,16.57,5.35,3.51,0.285
UNP,"Union Pacific Corp",Transportation,"Transportation - Rail",NYSE,Yes,116828672,4092100,173.37,7.85,22.88,0.970
UPS,"United Parcel Service",Transportation,"Transportation - Air Freight",NYSE,Yes,134496560,11120899,155.78,7.46,22.90,1.010
URI,"United Rentals",Construction,"Building & Construction - Misc",NYSE,Yes,12306219,1153800,170.73,18.59,9.40,N/A
USB,"U.S. Bancorp",Finance,"Banks - Major Regional",NYSE,Yes,56187340,8437800,37.30,3.20,12.00,0.420
V,"Visa Inc","Business Services","Financial Transaction Services",NYSE,Yes,351318272,17809400,180.87,5.38,35.33,0.300
VAR,"Varian Medical Systems",Medical,"Medical Instruments",NYSE,Yes,15679139,1379000,172.41,4.00,44.24,0.100
VFC,"V.F. Corp","Consumer Staples","Textile - Apparel",NYSE,Yes,26648096,2568800,68.39,1.43,50.62,0.480
VIAC,"Viacomcbs Inc Cl B","Consumer Discretionary","Movie & TV Production & Dist",NASDAQ,Yes,17125856,12406900,27.80,4.30,6.56,0.240
VLO,"Valero Energy Corp",Oils-Energy,"Oil - Refining and Marketing",NYSE,Yes,14756725,6338200,36.19,0.06,637.67,0.980
VMC,"Vulcan Materials Company",Construction,"Building - CMT & CNT & AG",NYSE,Yes,18208948,941900,137.48,4.83,29.42,0.340
VNO,"Vornado Realty Trust",Finance,"REIT - Equity Trust Other",NYSE,Yes,5805256,4052000,30.37,0.56,10.56,0.530
VNT,"Vontier Corp [Vnt/I]","Business Services","Technology Services",NYSE,Yes,4758984,3398000,28.26,0.00,0.00,N/A
VRSK,"Verisk Analytics Inc","Business Services","Business Information",NASDAQ,Yes,29146664,567300,179.49,4.71,39.31,0.270
VRSN,"Verisign Inc","Computers and Technology","Internet Software Services",NASDAQ,Yes,21661502,892800,189.83,6.93,28.72,2.750
VRTX,"Vertex Pharmaceutic",Medical,"Medical - Biomedical",NASDAQ,Yes,54265696,2221300,208.34,6.88,30.84,N/A
VTR,"Ventas Inc",Finance,"REIT - Equity Trust Other",NYSE,Yes,14490739,2065700,38.84,1.09,11.01,0.450
VZ,"Verizon Communications Inc",Utilities,"Wireless National",NYSE,Yes,233013840,18720199,56.31,4.82,11.90,0.627
WAB,"Wabtec Corp",Transportation,"Transportation - Equip & Lease",NYSE,Yes,10689151,2884800,56.17,3.91,14.99,0.120
WAT,"Waters Corp","Computers and Technology","Industrial Scientific",NYSE,Yes,13919105,485500,224.77,8.58,26.01,N/A
WBA,"Walgreens Boots Alliance",Retail-Wholesale,"Retail - Drug Stores",NASDAQ,Yes,29952036,7286900,34.59,4.74,7.59,0.468
WDC,"Western Digital Cp","Computers and Technology","Computer - Storage Devices",NASDAQ,Yes,11806545,5631700,38.81,2.11,19.11,0.500
WEC,"Wisconsin Energy Corp",Utilities,"Utility - Electric Power",NYSE,Yes,31467796,1378300,99.76,3.70,27.69,0.632
WELL,"Welltower Inc",Finance,"REIT - Equity Trust Other",NYSE,Yes,21808150,3046300,52.26,3.51,13.58,0.610
WFC,"Wells Fargo & Company",Finance,"Banks - Major Regional",NYSE,Yes,87262592,54835902,21.18,0.84,25.98,0.100
WHR,"Whirlpool Corp","Consumer Discretionary","Appliances - Household",NYSE,Yes,11786358,666500,188.44,16.79,11.66,1.200
WLTW,"Willis Towers WT",Finance,"Insurance - Brokers",NASDAQ,Yes,24986856,879500,193.91,11.35,17.66,0.680
WM,"Waste Management","Business Services","Waste Removal Svcs",NYSE,Yes,45186432,1884000,106.96,4.19,26.40,0.545
WMB,"Williams Companies",Oils-Energy,"Oil - Production & Pipeline",NYSE,Yes,22887704,8483300,18.86,1.01,19.23,0.400
WMT,"Wal-Mart Stores",Retail-Wholesale,"Retail - Supermarket",NYSE,Yes,396838752,5616400,140.04,5.28,27.06,0.540
WRB,"W.R. Berkley Corp",Finance,"Insurance - Proprty & Casualty",NYSE,Yes,10810181,796000,60.73,2.12,28.98,0.120
WRK,"Westrock Company","Basic Materials","Paper & Related Products",NYSE,Yes,9536429,2098100,36.73,3.25,11.78,0.200
WST,"West Pharmaceutical Services",Medical,"Medical - Dental Suppliers",NYSE,Yes,20717302,495600,280.24,4.23,67.63,0.160
WU,"Western Union Company","Business Services","Financial Transaction Services",NYSE,Yes,8326941,5776800,20.26,1.72,12.12,0.225
WY,"Weyerhaeuser Company",Construction,"Building Products - Wood",NYSE,Yes,20470104,5201400,27.43,0.40,68.90,0.340
WYNN,"Wynn Resorts Ltd","Consumer Discretionary",Gaming,NASDAQ,Yes,7442590,4421000,69.01,-10.13,0.00,1.000
XEL,"XCEL Energy Inc",Utilities,"Utility - Electric Power",NASDAQ,Yes,36910528,2679500,70.26,2.67,27.09,0.430
XLNX,"Xilinx Inc","Computers and Technology","Semi Pro Logic Devices",NASDAQ,Yes,29348268,10568000,119.76,2.93,42.44,0.380
XOM,"Exxon Mobil Corp",Oils-Energy,"Oil - International Integrated",NYSE,Yes,133485312,42136301,31.57,0.92,35.67,0.870
XRAY,"Dentsply Sirona Inc",Medical,"Medical - Dental Suppliers",NASDAQ,Yes,9797361,937300,44.84,1.55,30.67,0.100
XRX,"Xerox Corp","Industrial Products","Office Supply & Forms",NYSE,Yes,3670231,2976400,17.23,2.77,8.53,0.250
XYL,"Xylem Inc","Industrial Products","Machinery - General Industrial",NYSE,Yes,15719418,950600,87.35,2.34,38.06,0.260
YUM,"Yum! Brands",Retail-Wholesale,"Retail - Restaurants",NYSE,Yes,28651082,1564500,95.06,3.26,30.06,0.470
ZBH,"Zimmer Biomet Holdings",Medical,"Medical Products",NYSE,Yes,27614258,1771000,133.37,5.82,23.81,0.240
ZBRA,"Zebra Technologies","Industrial Products","Machinery - Thermal Processing",NASDAQ,Yes,15212569,300100,285.20,11.31,25.58,N/A
ZION,"Zions Bancorp",Finance,"Banks - West",NASDAQ,Yes,5017819,1981900,30.60,2.53,12.28,0.340
ZTS,"Zoetis Inc Cl A",Medical,"Medical - Drugs",NYSE,Yes,75400760,2160600,158.69,3.70,43.91,0.200
